days,data_per_day,calls,sms,network,netflix,prime,hotstar,sony_liv,zee5,jiocinema,price
28,1,1,1,4,0,0,0,0,0,0,185
7,3,1,0,5,0,0,0,0,0,0,147
84,2,1,1,5,1,1,1,0,0,0,1084
7,3,1,0,5,0,0,0,0,0,0,157
28,1,1,1,4,0,0,0,0,0,0,215
7,5,1,0,5,0,0,0,0,0,0,199
14,2,1,1,4,0,0,0,0,0,0,167
14,5,1,0,5,0,0,0,0,0,0,308
56,3,1,1,5,1,1,1,0,0,0,1048
56,3,1,1,5,1,0,0,0,0,0,850
56,3,1,1,5,1,1,1,0,0,0,1028
56,3,1,1,5,1,1,1,0,0,0,1023
7,5,1,0,5,0,0,0,0,0,0,204
7,5,1,0,5,0,0,0,0,0,0,199
7,5,1,0,5,0,0,0,0,0,0,189
7,5,1,0,5,0,0,0,0,0,0,204
56,3,1,1,5,1,0,1,0,0,0,929
14,3,1,0,5,0,0,0,0,0,0,229
28,2,1,1,4,0,0,0,0,0,0,289
28,1,1,1,4,0,0,0,0,0,0,200
56,2,1,1,5,1,1,1,0,0,0,865
14,2,1,1,4,0,0,0,0,0,0,162
14,5,1,0,5,0,0,0,0,0,0,308
7,5,1,0,5,0,0,0,0,0,0,189
56,3,1,1,5,1,1,1,0,0,0,1033
28,2,1,1,4,0,0,0,0,0,0,279
7,3,1,0,5,0,0,0,0,0,0,152
14,2,1,0,4,0,0,0,0,0,0,157
56,2,1,1,5,1,1,1,0,0,0,860
7,3,1,0,5,0,0,0,0,0,0,137
56,3,1,1,5,1,1,1,0,0,0,1018
7,3,1,0,5,0,0,0,0,0,0,157
28,2,1,0,4,0,0,0,0,0,0,264
28,2,1,1,4,0,0,0,0,0,0,284
56,3,1,1,5,0,0,1,0,0,0,785
56,3,1,1,5,1,1,1,0,0,0,1018
84,2,1,1,5,1,1,1,0,0,0,1094
14,5,1,0,5,0,0,0,0,0,0,328
28,2,1,0,4,0,0,0,0,0,0,259
56,3,1,1,5,1,0,0,0,0,0,870
28,3,1,1,5,1,1,1,0,0,0,740
14,2,1,0,4,0,0,0,0,0,0,172
14,2,1,0,4,0,0,0,0,0,0,152
28,2,1,1,4,0,0,0,0,0,0,274
84,3,1,1,5,1,1,1,0,0,0,1346
28,2,1,1,4,0,0,0,0,0,0,279
28,3,1,1,5,1,1,1,0,0,0,730
14,2,1,1,4,0,0,0,0,0,0,172
28,4,1,1,5,0,1,1,0,0,0,665
56,3,1,1,5,1,1,1,0,0,0,1043
14,2,1,1,4,0,0,0,0,0,0,162
14,3,1,0,5,0,0,0,0,0,0,234
28,3,1,1,5,1,0,0,0,0,0,552
56,4,1,1,5,1,0,0,0,0,0,1018
14,5,1,0,5,0,0,0,0,0,0,313
28,1,1,1,4,0,0,0,0,0,0,190
56,3,1,1,5,1,1,1,0,0,0,1043
56,3,1,1,5,1,1,1,0,0,0,1028
84,3,1,1,5,1,1,1,0,0,0,1326
7,3,1,0,5,0,0,0,0,0,0,167
14,1,1,0,4,0,0,0,0,0,0,120
14,2,1,0,4,0,0,0,0,0,0,162
14,5,1,0,5,0,0,0,0,0,0,323
56,4,1,1,5,1,1,1,0,0,0,1206
14,2,1,1,4,0,0,0,0,0,0,167
14,5,1,0,5,0,0,0,0,0,0,308
56,3,1,1,5,1,1,0,0,0,0,949
14,1,1,1,4,0,0,0,0,0,0,135
7,3,1,0,5,0,0,0,0,0,0,157
84,3,1,1,5,1,1,1,0,0,0,1351
56,3,1,1,5,1,1,1,0,0,0,1028
14,5,1,0,5,0,0,0,0,0,0,313
14,1,1,0,4,0,0,0,0,0,0,105
28,4,1,1,5,1,1,1,0,0,0,794
28,1,1,0,4,0,0,0,0,0,0,190
14,2,1,0,4,0,0,0,0,0,0,167
28,2,1,1,4,0,0,0,0,0,0,269
56,2,1,1,5,1,1,1,0,0,0,870
7,5,1,0,5,0,0,0,0,0,0,199
7,5,1,0,5,0,0,0,0,0,0,199
28,4,1,1,5,1,0,0,0,0,0,616
7,5,1,0,5,0,0,0,0,0,0,179
56,3,1,1,5,1,1,1,0,0,0,1023
56,4,1,1,5,1,1,0,0,0,0,1112
84,3,1,1,5,1,1,1,0,0,0,1346
84,2,1,1,5,1,1,1,0,0,0,1094
14,1,1,0,4,0,0,0,0,0,0,120
14,2,1,0,4,0,0,0,0,0,0,152
14,1,1,0,4,0,0,0,0,0,0,110
84,2,1,1,5,1,1,1,0,0,0,1084
28,3,1,1,5,0,1,0,0,0,0,502
56,3,1,1,5,0,1,0,0,0,0,795
14,5,1,0,5,0,0,0,0,0,0,318
28,2,1,1,4,0,0,0,0,0,0,289
28,4,1,1,5,1,1,0,0,0,0,735
28,1,1,0,4,0,0,0,0,0,0,190
84,3,1,1,5,1,1,1,0,0,0,1346
14,5,1,0,5,0,0,0,0,0,0,298
56,2,1,1,5,1,1,1,0,0,0,870
84,3,1,1,5,1,1,1,0,0,0,1331
84,3,1,1,5,1,1,1,0,0,0,1326
7,5,1,0,5,0,0,0,0,0,0,194
7,5,1,0,5,0,0,0,0,0,0,209
84,2,1,1,5,1,1,1,0,0,0,1094
56,2,1,1,5,1,1,1,0,0,0,860
14,3,1,0,5,0,0,0,0,0,0,244
56,4,1,1,5,1,0,0,0,0,0,1013
7,5,1,0,5,0,0,0,0,0,0,194
14,2,1,0,4,0,0,0,0,0,0,162
7,3,1,0,5,0,0,0,0,0,0,147
7,3,1,0,5,0,0,0,0,0,0,157
56,2,1,1,5,1,1,1,0,0,0,860
84,3,1,1,5,1,1,1,0,0,0,1336
14,1,1,1,4,0,0,0,0,0,0,120
28,1,1,0,4,0,0,0,0,0,0,185
28,2,1,1,4,0,0,0,0,0,0,284
84,2,1,1,5,1,1,1,0,0,0,1084
84,3,1,1,5,1,1,1,0,0,0,1336
7,5,1,0,5,0,0,0,0,0,0,179
14,2,1,1,4,0,0,0,0,0,0,167
14,5,1,0,5,0,0,0,0,0,0,318
14,3,1,0,5,0,0,0,0,0,0,219
28,2,1,1,4,0,0,0,0,0,0,299
14,2,1,0,4,0,0,0,0,0,0,147
56,3,1,1,5,1,1,1,0,0,0,1023
84,3,1,1,5,1,1,1,0,0,0,1346
28,2,1,0,4,0,0,0,0,0,0,274
28,3,1,1,5,1,1,1,0,0,0,710
84,3,1,1,5,1,1,1,0,0,0,1346
14,3,1,0,5,0,0,0,0,0,0,234
84,3,1,1,5,1,1,1,0,0,0,1356
28,4,1,1,5,1,1,1,0,0,0,799
28,3,1,1,5,1,1,1,0,0,0,720
7,5,1,0,5,0,0,0,0,0,0,179
56,2,1,1,5,1,1,1,0,0,0,875
7,5,1,0,5,0,0,0,0,0,0,189
14,2,1,1,4,0,0,0,0,0,0,187
56,3,1,1,5,1,1,1,0,0,0,1038
84,3,1,1,5,1,1,1,0,0,0,1341
28,2,1,1,4,0,0,0,0,0,0,289
84,2,1,1,5,1,1,1,0,0,0,1089
7,3,1,0,5,0,0,0,0,0,0,167
56,3,1,1,5,1,1,1,0,0,0,1018
56,3,1,1,5,1,1,1,0,0,0,1028
84,2,1,1,5,1,1,1,0,0,0,1079
56,3,1,1,5,1,1,1,0,0,0,1038
14,2,1,0,4,0,0,0,0,0,0,162
28,3,1,1,5,1,1,1,0,0,0,715
56,2,1,1,5,1,1,1,0,0,0,870
56,3,1,1,5,1,1,0,0,0,0,959
28,3,1,1,5,1,0,0,0,0,0,557
84,2,1,1,5,1,1,1,0,0,0,1104
56,4,1,1,5,0,1,0,0,0,0,988
28,3,1,1,5,1,1,1,0,0,0,730
56,3,1,1,5,1,1,1,0,0,0,1028
28,4,1,1,5,1,1,1,0,0,0,794
84,3,1,1,5,1,1,1,0,0,0,1331
28,2,1,0,4,0,0,0,0,0,0,274
84,2,1,1,5,1,1,1,0,0,0,1094
56,4,1,1,5,0,1,0,0,0,0,983
84,3,1,1,5,1,1,1,0,0,0,1356
84,2,1,1,5,1,1,1,0,0,0,1089
7,5,1,0,5,0,0,0,0,0,0,189
56,4,1,1,5,1,0,0,0,0,0,1033
14,1,1,0,4,0,0,0,0,0,0,100
14,2,1,1,4,0,0,0,0,0,0,172
28,3,1,1,5,1,1,1,0,0,0,710
28,2,1,0,4,0,0,0,0,0,0,284
14,1,1,0,4,0,0,0,0,0,0,120
7,3,1,0,5,0,0,0,0,0,0,137
14,3,1,0,5,0,0,0,0,0,0,244
14,3,1,0,5,0,0,0,0,0,0,219
84,3,1,1,5,1,1,1,0,0,0,1356
56,3,1,1,5,1,1,1,0,0,0,1043
56,3,1,1,5,1,1,1,0,0,0,1018
28,1,1,0,4,0,0,0,0,0,0,195
14,3,1,0,5,0,0,0,0,0,0,234
84,3,1,1,5,1,1,1,0,0,0,1331
56,2,1,1,5,1,1,1,0,0,0,855
56,3,1,1,5,1,1,1,0,0,0,1018
28,1,1,1,4,0,0,0,0,0,0,210
28,1,1,1,4,0,0,0,0,0,0,205
84,2,1,1,5,1,1,1,0,0,0,1074
56,2,1,1,5,1,1,1,0,0,0,850
7,5,1,0,5,0,0,0,0,0,0,209
56,3,1,1,5,1,1,0,0,0,0,959
7,3,1,0,5,0,0,0,0,0,0,162
56,3,1,1,5,1,1,1,0,0,0,1023
14,2,1,0,4,0,0,0,0,0,0,167
28,1,1,0,4,0,0,0,0,0,0,180
14,5,1,0,5,0,0,0,0,0,0,313
56,3,1,1,5,1,1,1,0,0,0,1018
56,2,1,1,5,1,1,1,0,0,0,865
14,5,1,0,5,0,0,0,0,0,0,303
14,5,1,0,5,0,0,0,0,0,0,313
14,5,1,0,5,0,0,0,0,0,0,313
84,3,1,1,5,1,1,1,0,0,0,1336
14,2,1,1,4,0,0,0,0,0,0,177
7,3,1,0,5,0,0,0,0,0,0,162
28,3,1,1,5,0,1,1,0,0,0,566
28,4,1,1,5,1,1,1,0,0,0,809
14,1,1,0,4,0,0,0,0,0,0,110
56,3,1,1,5,0,1,0,0,0,0,790
56,4,1,1,5,0,1,0,0,0,0,978
28,1,1,1,4,0,0,0,0,0,0,200
7,5,1,0,5,0,0,0,0,0,0,179
28,2,1,1,4,0,0,0,0,0,0,279
14,2,1,0,4,0,0,0,0,0,0,172
7,3,1,0,5,0,0,0,0,0,0,152
7,3,1,0,5,0,0,0,0,0,0,152
14,2,1,1,4,0,0,0,0,0,0,157
28,2,1,1,4,0,0,0,0,0,0,289
28,4,1,1,5,0,1,1,0,0,0,655
7,5,1,0,5,0,0,0,0,0,0,209
56,3,1,1,5,1,1,1,0,0,0,1033
7,5,1,0,5,0,0,0,0,0,0,199
14,2,1,1,4,0,0,0,0,0,0,177
14,1,1,0,4,0,0,0,0,0,0,130
56,3,1,1,5,1,1,0,0,0,0,959
28,4,1,1,5,1,1,0,0,0,0,715
14,2,1,0,4,0,0,0,0,0,0,147
56,3,1,1,5,0,1,0,0,0,0,815
14,1,1,0,4,0,0,0,0,0,0,130
14,3,1,0,5,0,0,0,0,0,0,239
14,5,1,0,5,0,0,0,0,0,0,318
28,3,1,1,5,1,0,0,0,0,0,562
56,3,1,1,5,0,1,1,0,0,0,889
56,2,1,1,5,1,1,1,0,0,0,880
56,2,1,1,5,1,1,1,0,0,0,860
14,3,1,0,5,0,0,0,0,0,0,224
28,2,1,1,4,0,0,0,0,0,0,269
28,2,1,0,4,0,0,0,0,0,0,269
7,3,1,0,5,0,0,0,0,0,0,147
28,2,1,1,4,0,0,0,0,0,0,299
56,3,1,1,5,0,0,1,0,0,0,795
7,5,1,0,5,0,0,0,0,0,0,189
14,2,1,0,4,0,0,0,0,0,0,157
56,4,1,1,5,1,0,1,0,0,0,1092
56,2,1,1,5,1,1,1,0,0,0,880
14,3,1,0,5,0,0,0,0,0,0,224
56,2,1,1,5,1,1,1,0,0,0,860
28,1,1,0,4,0,0,0,0,0,0,180
14,3,1,0,5,0,0,0,0,0,0,229
84,2,1,1,5,1,1,1,0,0,0,1094
56,3,1,1,5,1,1,1,0,0,0,1038
84,3,1,1,5,1,1,1,0,0,0,1336
14,1,1,1,4,0,0,0,0,0,0,125
7,3,1,0,5,0,0,0,0,0,0,142
56,3,1,1,5,1,1,1,0,0,0,1033
14,3,1,0,5,0,0,0,0,0,0,224
56,4,1,1,5,0,1,1,0,0,0,1062
7,3,1,0,5,0,0,0,0,0,0,162
56,2,1,1,5,1,1,1,0,0,0,870
7,3,1,0,5,0,0,0,0,0,0,147
84,2,1,1,5,1,1,1,0,0,0,1074
56,3,1,1,5,1,0,1,0,0,0,929
28,3,1,1,5,1,1,1,0,0,0,720
84,3,1,1,5,1,1,1,0,0,0,1341
56,2,1,1,5,1,1,1,0,0,0,850
84,3,1,1,5,1,1,1,0,0,0,1326
84,2,1,1,5,1,1,1,0,0,0,1074
84,3,1,1,5,1,1,1,0,0,0,1346
56,4,1,1,5,0,0,1,0,0,0,948
7,3,1,0,5,0,0,0,0,0,0,147
7,3,1,0,5,0,0,0,0,0,0,152
14,5,1,0,5,0,0,0,0,0,0,328
14,2,1,0,4,0,0,0,0,0,0,172
28,2,1,1,4,0,0,0,0,0,0,269
28,4,1,1,5,0,1,0,0,0,0,566
7,5,1,0,5,0,0,0,0,0,0,184
56,3,1,1,5,1,1,1,0,0,0,1033
14,2,1,1,4,0,0,0,0,0,0,177
84,3,1,1,5,1,1,1,0,0,0,1341
56,3,1,1,5,1,1,1,0,0,0,1028
56,3,1,1,5,1,1,0,0,0,0,939
56,3,1,1,5,1,1,1,0,0,0,1043
28,3,1,1,5,1,0,0,0,0,0,552
14,2,1,0,4,0,0,0,0,0,0,172
56,3,1,1,5,1,1,1,0,0,0,1028
7,5,1,0,5,0,0,0,0,0,0,199
56,2,1,1,5,1,1,1,0,0,0,870
28,2,1,1,4,0,0,0,0,0,0,299
56,4,1,1,5,1,0,0,0,0,0,1028
14,5,1,0,5,0,0,0,0,0,0,313
28,3,1,1,5,0,1,1,0,0,0,591
14,2,1,0,4,0,0,0,0,0,0,162
7,5,1,0,5,0,0,0,0,0,0,209
56,2,1,1,5,1,1,1,0,0,0,870
14,2,1,1,4,0,0,0,0,0,0,167
14,5,1,0,5,0,0,0,0,0,0,308
56,3,1,1,5,1,1,0,0,0,0,964
84,3,1,1,5,1,1,1,0,0,0,1336
56,3,1,1,5,1,1,1,0,0,0,1033
14,1,1,1,4,0,0,0,0,0,0,130
56,3,1,1,5,0,1,0,0,0,0,800
56,3,1,1,5,1,1,1,0,0,0,1038
7,5,1,0,5,0,0,0,0,0,0,199
84,3,1,1,5,1,1,1,0,0,0,1346
84,2,1,1,5,1,1,1,0,0,0,1084
84,3,1,1,5,1,1,1,0,0,0,1346
56,3,1,1,5,0,1,0,0,0,0,800
56,3,1,1,5,0,1,0,0,0,0,815
28,2,1,0,4,0,0,0,0,0,0,264
28,1,1,0,4,0,0,0,0,0,0,190
7,5,1,0,5,0,0,0,0,0,0,179
56,3,1,1,5,1,1,0,0,0,0,964
14,3,1,0,5,0,0,0,0,0,0,234
14,2,1,1,4,0,0,0,0,0,0,177
7,3,1,0,5,0,0,0,0,0,0,157
56,3,1,1,5,1,0,0,0,0,0,860
7,5,1,0,5,0,0,0,0,0,0,199
56,4,1,1,5,0,0,1,0,0,0,943
28,1,1,1,4,0,0,0,0,0,0,200
84,2,1,1,5,1,1,1,0,0,0,1084
28,1,1,0,4,0,0,0,0,0,0,195
28,2,1,1,4,0,0,0,0,0,0,279
14,1,1,0,4,0,0,0,0,0,0,130
28,2,1,1,4,0,0,0,0,0,0,289
28,1,1,1,4,0,0,0,0,0,0,195
28,1,1,1,4,0,0,0,0,0,0,200
28,2,1,1,4,0,0,0,0,0,0,294
14,1,1,0,4,0,0,0,0,0,0,125
14,2,1,1,4,0,0,0,0,0,0,172
56,3,1,1,5,1,0,1,0,0,0,929
84,3,1,1,5,1,1,1,0,0,0,1356
84,3,1,1,5,1,1,1,0,0,0,1346
14,3,1,0,5,0,0,0,0,0,0,214
28,2,1,0,4,0,0,0,0,0,0,274
14,1,1,0,4,0,0,0,0,0,0,120
7,3,1,0,5,0,0,0,0,0,0,157
14,5,1,0,5,0,0,0,0,0,0,303
7,3,1,0,5,0,0,0,0,0,0,157
84,2,1,1,5,1,1,1,0,0,0,1094
84,2,1,1,5,1,1,1,0,0,0,1084
56,3,1,1,5,1,0,0,0,0,0,840
84,2,1,1,5,1,1,1,0,0,0,1104
14,1,1,0,4,0,0,0,0,0,0,100
14,1,1,0,4,0,0,0,0,0,0,110
14,5,1,0,5,0,0,0,0,0,0,313
28,4,1,1,5,1,1,0,0,0,0,745
28,1,1,1,4,0,0,0,0,0,0,215
14,3,1,0,5,0,0,0,0,0,0,229
28,4,1,1,5,1,1,0,0,0,0,730
28,3,1,1,5,0,0,1,0,0,0,472
84,3,1,1,5,1,1,1,0,0,0,1326
7,5,1,0,5,0,0,0,0,0,0,189
28,4,1,1,5,1,1,0,0,0,0,740
56,4,1,1,5,1,1,1,0,0,0,1191
28,4,1,1,5,1,0,1,0,0,0,705
14,2,1,0,4,0,0,0,0,0,0,152
14,1,1,1,4,0,0,0,0,0,0,135
56,4,1,1,5,1,1,1,0,0,0,1191
28,1,1,0,4,0,0,0,0,0,0,175
14,2,1,0,4,0,0,0,0,0,0,157
28,4,1,1,5,1,1,1,0,0,0,804
28,3,1,1,5,1,1,0,0,0,0,651
14,5,1,0,5,0,0,0,0,0,0,323
56,3,1,1,5,1,1,1,0,0,0,1028
84,2,1,1,5,1,1,1,0,0,0,1099
14,5,1,0,5,0,0,0,0,0,0,323
14,2,1,1,4,0,0,0,0,0,0,167
28,4,1,1,5,1,0,1,0,0,0,720
56,3,1,1,5,1,1,1,0,0,0,1023
56,3,1,1,5,1,0,1,0,0,0,924
56,4,1,1,5,1,1,1,0,0,0,1196
84,2,1,1,5,1,1,1,0,0,0,1094
14,1,1,1,4,0,0,0,0,0,0,130
28,4,1,1,5,1,1,1,0,0,0,804
14,5,1,0,5,0,0,0,0,0,0,318
28,2,1,0,4,0,0,0,0,0,0,279
28,2,1,1,4,0,0,0,0,0,0,279
28,2,1,0,4,0,0,0,0,0,0,279
14,1,1,1,4,0,0,0,0,0,0,140
28,2,1,0,4,0,0,0,0,0,0,274
28,4,1,1,5,1,1,1,0,0,0,804
28,2,1,1,4,0,0,0,0,0,0,299
28,1,1,1,4,0,0,0,0,0,0,195
7,3,1,0,5,0,0,0,0,0,0,152
28,4,1,1,5,1,0,1,0,0,0,715
84,3,1,1,5,1,1,1,0,0,0,1351
14,3,1,0,5,0,0,0,0,0,0,244
7,3,1,0,5,0,0,0,0,0,0,142
14,3,1,0,5,0,0,0,0,0,0,219
84,2,1,1,5,1,1,1,0,0,0,1089
28,3,1,1,5,1,1,0,0,0,0,656
28,1,1,0,4,0,0,0,0,0,0,180
56,3,1,1,5,1,1,1,0,0,0,1038
28,2,1,0,4,0,0,0,0,0,0,269
14,1,1,1,4,0,0,0,0,0,0,120
28,1,1,0,4,0,0,0,0,0,0,170
28,3,1,1,5,1,0,1,0,0,0,621
14,3,1,0,5,0,0,0,0,0,0,219
28,3,1,1,5,1,0,1,0,0,0,616
56,3,1,1,5,1,1,1,0,0,0,1043
84,2,1,1,5,1,1,1,0,0,0,1094
28,1,1,0,4,0,0,0,0,0,0,180
28,1,1,1,4,0,0,0,0,0,0,185
84,2,1,1,5,1,1,1,0,0,0,1089
28,2,1,1,4,0,0,0,0,0,0,269
28,2,1,1,4,0,0,0,0,0,0,294
7,5,1,0,5,0,0,0,0,0,0,179
56,3,1,1,5,1,1,0,0,0,0,969
14,2,1,1,4,0,0,0,0,0,0,177
28,3,1,1,5,0,0,1,0,0,0,472
28,4,1,1,5,1,0,0,0,0,0,646
56,2,1,1,5,1,1,1,0,0,0,850
84,3,1,1,5,1,1,1,0,0,0,1351
84,3,1,1,5,1,1,1,0,0,0,1336
7,3,1,0,5,0,0,0,0,0,0,147
14,3,1,0,5,0,0,0,0,0,0,239
56,4,1,1,5,1,1,1,0,0,0,1201
7,3,1,0,5,0,0,0,0,0,0,157
14,5,1,0,5,0,0,0,0,0,0,328
56,4,1,1,5,0,1,1,0,0,0,1057
7,5,1,0,5,0,0,0,0,0,0,199
56,2,1,1,5,1,1,1,0,0,0,865
56,2,1,1,5,1,1,1,0,0,0,880
28,3,1,1,5,1,1,0,0,0,0,631
14,1,1,1,4,0,0,0,0,0,0,125
56,4,1,1,5,1,1,1,0,0,0,1186
56,3,1,1,5,1,1,1,0,0,0,1038
14,1,1,0,4,0,0,0,0,0,0,110
28,3,1,1,5,0,0,1,0,0,0,462
28,4,1,1,5,1,0,0,0,0,0,646
56,3,1,1,5,1,1,1,0,0,0,1043
56,2,1,1,5,1,1,1,0,0,0,870
28,2,1,0,4,0,0,0,0,0,0,264
56,3,1,1,5,1,1,1,0,0,0,1038
56,2,1,1,5,1,1,1,0,0,0,865
84,3,1,1,5,1,1,1,0,0,0,1346
14,5,1,0,5,0,0,0,0,0,0,303
14,2,1,1,4,0,0,0,0,0,0,187
28,2,1,0,4,0,0,0,0,0,0,274
7,3,1,0,5,0,0,0,0,0,0,152
56,3,1,1,5,1,1,1,0,0,0,1048
28,2,1,0,4,0,0,0,0,0,0,259
56,3,1,1,5,1,1,1,0,0,0,1038
14,5,1,0,5,0,0,0,0,0,0,313
56,4,1,1,5,1,1,1,0,0,0,1206
14,5,1,0,5,0,0,0,0,0,0,328
14,2,1,0,4,0,0,0,0,0,0,147
56,3,1,1,5,1,1,1,0,0,0,1038
84,3,1,1,5,1,1,1,0,0,0,1336
7,5,1,0,5,0,0,0,0,0,0,189
28,1,1,0,4,0,0,0,0,0,0,190
7,3,1,0,5,0,0,0,0,0,0,167
56,4,1,1,5,0,1,0,0,0,0,978
14,3,1,0,5,0,0,0,0,0,0,244
7,5,1,0,5,0,0,0,0,0,0,189
56,3,1,1,5,1,1,1,0,0,0,1028
14,3,1,0,5,0,0,0,0,0,0,214
84,3,1,1,5,1,1,1,0,0,0,1346
14,5,1,0,5,0,0,0,0,0,0,298
56,3,1,1,5,1,1,1,0,0,0,1028
14,2,1,1,4,0,0,0,0,0,0,157
56,4,1,1,5,1,1,1,0,0,0,1201
84,3,1,1,5,1,1,1,0,0,0,1346
7,5,1,0,5,0,0,0,0,0,0,204
14,3,1,0,5,0,0,0,0,0,0,244
28,3,1,1,5,1,0,1,0,0,0,631
56,4,1,1,5,1,1,1,0,0,0,1196
7,5,1,0,5,0,0,0,0,0,0,199
56,2,1,1,5,1,1,1,0,0,0,875
7,5,1,0,5,0,0,0,0,0,0,199
28,3,1,1,5,0,1,1,0,0,0,576
14,3,1,0,5,0,0,0,0,0,0,239
7,3,1,0,5,0,0,0,0,0,0,147
14,2,1,0,4,0,0,0,0,0,0,142
56,3,1,1,5,1,1,1,0,0,0,1048
7,3,1,0,5,0,0,0,0,0,0,147
28,2,1,0,4,0,0,0,0,0,0,259
14,1,1,0,4,0,0,0,0,0,0,130
7,3,1,0,5,0,0,0,0,0,0,167
7,3,1,0,5,0,0,0,0,0,0,152
56,3,1,1,5,1,1,1,0,0,0,1033
28,1,1,0,4,0,0,0,0,0,0,185
56,4,1,1,5,1,1,0,0,0,0,1127
56,3,1,1,5,1,1,1,0,0,0,1038
56,2,1,1,5,1,1,1,0,0,0,860
28,1,1,1,4,0,0,0,0,0,0,205
84,2,1,1,5,1,1,1,0,0,0,1074
28,2,1,0,4,0,0,0,0,0,0,274
56,3,1,1,5,1,1,1,0,0,0,1038
28,1,1,0,4,0,0,0,0,0,0,175
56,2,1,1,5,1,1,1,0,0,0,865
28,3,1,1,5,1,0,1,0,0,0,621
56,4,1,1,5,0,1,1,0,0,0,1047
7,3,1,0,5,0,0,0,0,0,0,147
14,2,1,0,4,0,0,0,0,0,0,157
14,2,1,0,4,0,0,0,0,0,0,147
56,2,1,1,5,1,1,1,0,0,0,870
56,3,1,1,5,1,1,1,0,0,0,1028
28,4,1,1,5,1,1,1,0,0,0,794
14,1,1,0,4,0,0,0,0,0,0,125
14,1,1,0,4,0,0,0,0,0,0,100
84,3,1,1,5,1,1,1,0,0,0,1341
14,5,1,0,5,0,0,0,0,0,0,298
28,4,1,1,5,0,1,0,0,0,0,586
84,3,1,1,5,1,1,1,0,0,0,1336
28,2,1,0,4,0,0,0,0,0,0,269
28,3,1,1,5,0,0,1,0,0,0,472
28,4,1,1,5,0,0,1,0,0,0,556
7,5,1,0,5,0,0,0,0,0,0,209
14,1,1,0,4,0,0,0,0,0,0,130
7,5,1,0,5,0,0,0,0,0,0,209
84,3,1,1,5,1,1,1,0,0,0,1336
7,5,1,0,5,0,0,0,0,0,0,189
28,3,1,1,5,1,0,1,0,0,0,631
28,2,1,1,4,0,0,0,0,0,0,289
56,4,1,1,5,1,1,1,0,0,0,1196
14,1,1,0,4,0,0,0,0,0,0,100
28,2,1,1,4,0,0,0,0,0,0,279
84,2,1,1,5,1,1,1,0,0,0,1074
14,5,1,0,5,0,0,0,0,0,0,323
28,3,1,1,5,0,0,1,0,0,0,472
28,4,1,1,5,1,0,1,0,0,0,715
56,2,1,1,5,1,1,1,0,0,0,855
14,3,1,0,5,0,0,0,0,0,0,224
56,4,1,1,5,0,1,0,0,0,0,968
7,3,1,0,5,0,0,0,0,0,0,137
28,4,1,1,5,1,0,0,0,0,0,626
56,3,1,1,5,1,0,0,0,0,0,860
28,3,1,1,5,1,1,1,0,0,0,720
7,5,1,0,5,0,0,0,0,0,0,204
56,3,1,1,5,1,0,0,0,0,0,870
7,5,1,0,5,0,0,0,0,0,0,199
28,1,1,1,4,0,0,0,0,0,0,205
14,5,1,0,5,0,0,0,0,0,0,298
28,1,1,0,4,0,0,0,0,0,0,200
7,5,1,0,5,0,0,0,0,0,0,189
28,2,1,1,4,0,0,0,0,0,0,299
14,1,1,0,4,0,0,0,0,0,0,110
28,2,1,1,4,0,0,0,0,0,0,299
7,3,1,0,5,0,0,0,0,0,0,157
28,4,1,1,5,0,1,1,0,0,0,655
14,1,1,1,4,0,0,0,0,0,0,120
56,4,1,1,5,0,0,1,0,0,0,948
56,3,1,1,5,1,0,1,0,0,0,949
14,5,1,0,5,0,0,0,0,0,0,318
56,3,1,1,5,1,1,1,0,0,0,1028
56,4,1,1,5,1,0,1,0,0,0,1107
28,2,1,1,4,0,0,0,0,0,0,279
28,4,1,1,5,1,1,1,0,0,0,814
28,4,1,1,5,1,1,1,0,0,0,824
28,3,1,1,5,1,1,1,0,0,0,735
14,2,1,1,4,0,0,0,0,0,0,172
14,3,1,0,5,0,0,0,0,0,0,239
56,2,1,1,5,1,1,1,0,0,0,870
7,3,1,0,5,0,0,0,0,0,0,147
14,3,1,0,5,0,0,0,0,0,0,219
28,2,1,1,4,0,0,0,0,0,0,289
84,3,1,1,5,1,1,1,0,0,0,1326
56,2,1,1,5,1,1,1,0,0,0,875
28,1,1,1,4,0,0,0,0,0,0,200
28,4,1,1,5,1,0,0,0,0,0,626
56,4,1,1,5,1,1,1,0,0,0,1206
28,4,1,1,5,1,1,1,0,0,0,809
7,3,1,0,5,0,0,0,0,0,0,152
28,2,1,0,4,0,0,0,0,0,0,274
7,5,1,0,5,0,0,0,0,0,0,184
56,3,1,1,5,0,1,1,0,0,0,879
28,4,1,1,5,0,1,1,0,0,0,665
14,1,1,1,4,0,0,0,0,0,0,140
14,5,1,0,5,0,0,0,0,0,0,318
28,4,1,1,5,1,1,1,0,0,0,819
56,2,1,1,5,1,1,1,0,0,0,870
14,3,1,0,5,0,0,0,0,0,0,219
84,3,1,1,5,1,1,1,0,0,0,1351
28,3,1,1,5,0,0,1,0,0,0,482
56,3,1,1,5,1,0,0,0,0,0,870
14,3,1,0,5,0,0,0,0,0,0,234
28,2,1,0,4,0,0,0,0,0,0,269
56,3,1,1,5,1,0,0,0,0,0,845
28,4,1,1,5,1,1,1,0,0,0,809
28,2,1,0,4,0,0,0,0,0,0,259
